sorting,graph,tree,partition,basic_knowledge,loop_and_branch,simulate,weakness
0.89,0.76,0.77,0.49,0.97,0.59,0.57,partition;loop_and_branch;simulate
0.49,0.87,0.47,0.91,0.76,0.55,0.78,sorting;tree;loop_and_branch
0.89,0.72,0.9,0.6,0.8,0.73,0.7,
0.81,0.85,0.72,0.9,0.73,0.53,0.6,loop_and_branch
0.52,0.8,0.67,0.99,0.8,0.81,0.86,sorting
0.96,0.71,0.68,0.64,0.99,0.51,0.85,loop_and_branch
0.87,0.61,0.67,0.56,0.53,0.77,0.94,partition;basic_knowledge
0.7,0.89,0.76,0.83,0.58,0.75,0.91,basic_knowledge
0.58,0.71,0.82,0.7,0.82,0.96,0.52,sorting;simulate
0.45,0.53,0.68,0.71,0.8,0.8,0.71,sorting;graph
0.8,0.74,0.61,0.54,0.91,0.89,0.76,partition
0.72,0.9,0.91,0.45,0.73,0.72,0.98,partition
0.69,0.67,0.96,0.6,0.89,0.77,0.69,
0.69,0.5,0.67,0.83,0.9,0.81,0.46,graph;simulate
0.82,0.92,0.74,0.94,0.65,0.43,0.6,loop_and_branch
0.76,0.56,0.62,0.78,0.9,0.96,0.9,graph
0.61,0.91,0.54,0.83,0.62,0.67,0.49,tree;simulate
0.83,0.88,0.93,0.92,0.94,0.73,0.71,
0.66,0.95,0.48,0.72,0.96,0.8,0.98,tree
0.83,0.76,0.97,0.95,0.75,0.79,0.52,simulate
0.73,0.69,0.49,0.48,0.54,0.57,0.64,tree;partition;basic_knowledge;loop_and_branch
0.65,0.73,0.62,0.94,0.56,0.47,0.5,basic_knowledge;loop_and_branch;simulate
0.69,0.94,0.51,0.45,0.98,0.64,0.84,tree;partition
0.87,0.65,0.59,0.64,0.87,0.73,0.72,tree
0.76,0.98,0.76,0.92,0.94,0.55,0.49,loop_and_branch;simulate
0.78,0.5,0.83,0.85,0.87,0.62,0.96,graph
0.99,0.57,0.68,0.53,0.83,0.81,0.69,graph;partition
0.49,0.46,0.91,0.54,0.83,0.78,0.49,sorting;graph;partition;simulate
0.67,0.77,0.93,0.83,0.84,0.77,0.59,simulate
0.8,0.9,0.89,0.81,0.71,0.81,0.79,
0.89,0.49,0.75,0.62,0.73,0.55,0.7,graph;loop_and_branch
0.81,0.47,0.7,0.92,0.59,0.87,0.93,graph;basic_knowledge
0.53,0.72,0.75,0.65,0.43,0.84,0.87,sorting;basic_knowledge
0.91,0.73,0.71,0.58,0.56,0.6,0.67,partition;basic_knowledge
0.64,0.44,0.84,0.73,0.91,0.6,0.98,graph
0.65,0.56,0.57,0.6,0.45,0.84,0.65,graph;tree;basic_knowledge
0.53,0.74,0.45,0.76,0.69,0.61,0.84,sorting;tree
0.48,0.64,0.6,0.47,0.5,0.51,0.52,sorting;partition;basic_knowledge;loop_and_branch;simulate
0.61,0.62,0.45,0.88,0.59,0.5,0.88,tree;basic_knowledge;loop_and_branch
0.47,0.96,0.94,0.64,0.67,0.64,0.51,sorting;simulate
0.54,0.52,0.73,0.49,0.62,0.49,0.92,sorting;graph;partition;loop_and_branch
0.86,0.69,0.82,0.52,0.86,0.48,0.57,partition;loop_and_branch;simulate
0.61,0.83,0.75,0.91,0.81,0.58,0.54,loop_and_branch;simulate
0.46,0.73,0.87,0.69,0.81,0.93,0.48,sorting;simulate
0.68,0.71,0.68,0.7,0.91,0.58,0.58,loop_and_branch;simulate
0.47,0.62,0.99,0.86,0.71,0.43,0.64,sorting;loop_and_branch
0.98,0.72,0.95,0.46,0.53,0.69,0.87,partition;basic_knowledge
0.76,0.44,0.45,0.78,0.8,0.71,0.87,graph;tree
0.5,0.93,0.78,0.64,0.71,0.43,0.73,sorting;loop_and_branch
0.75,0.87,0.59,0.9,0.66,0.59,0.61,tree;loop_and_branch
0.98,0.48,0.83,0.74,0.78,0.86,0.95,graph
0.7,0.5,0.52,0.59,0.45,0.64,0.82,graph;tree;partition;basic_knowledge
0.92,0.68,0.97,0.68,0.43,0.69,0.88,basic_knowledge
0.91,0.44,0.94,0.96,0.53,0.53,0.81,graph;basic_knowledge;loop_and_branch
0.76,0.59,0.71,0.48,0.67,0.81,0.9,graph;partition
0.98,0.56,0.84,0.54,0.82,0.64,0.47,graph;partition;simulate
0.76,0.68,0.51,0.56,0.85,0.55,0.92,tree;partition;loop_and_branch
0.59,0.88,0.71,0.96,0.8,0.52,0.57,sorting;loop_and_branch;simulate
0.81,0.68,0.53,0.62,0.75,0.52,0.94,tree;loop_and_branch
0.48,0.83,0.58,0.84,0.74,0.51,0.83,sorting;tree;loop_and_branch
0.92,0.8,0.79,0.92,0.79,0.55,0.47,loop_and_branch;simulate
0.56,0.56,0.86,0.88,0.96,0.57,0.82,sorting;graph;loop_and_branch
0.51,0.64,0.97,0.84,0.88,0.98,0.63,sorting
0.57,0.77,0.84,0.74,0.45,0.7,0.8,sorting;basic_knowledge
0.89,0.58,0.49,0.48,0.88,0.9,0.58,graph;tree;partition;simulate
0.75,0.52,0.53,0.86,0.44,0.76,0.7,graph;tree;basic_knowledge
0.95,0.75,0.45,0.56,0.46,0.99,0.92,tree;partition;basic_knowledge
0.88,0.9,0.56,0.97,0.98,0.61,0.78,tree
0.97,0.75,0.87,0.91,0.51,0.83,0.82,basic_knowledge
0.54,0.47,0.87,0.94,0.45,0.94,0.59,sorting;graph;basic_knowledge;simulate
0.77,0.65,0.48,0.65,0.67,0.74,0.63,tree
0.51,0.82,0.63,0.62,0.53,0.76,0.88,sorting;basic_knowledge
0.82,0.69,0.84,0.94,0.97,0.48,0.79,loop_and_branch
0.53,0.5,0.71,0.89,0.5,0.61,0.92,sorting;graph;basic_knowledge
0.59,0.94,0.86,0.52,0.93,0.5,0.58,sorting;partition;loop_and_branch;simulate
0.87,0.72,0.57,0.88,0.91,0.58,0.85,tree;loop_and_branch
0.46,0.57,0.95,0.59,0.81,0.83,0.63,sorting;graph;partition
0.99,0.44,0.93,0.88,0.94,0.65,0.75,graph
0.81,0.61,0.81,0.45,0.81,0.51,0.82,partition;loop_and_branch
0.84,0.55,0.76,0.49,0.48,0.71,0.99,graph;partition;basic_knowledge
0.88,0.78,0.75,0.61,0.63,0.84,0.72,
0.64,0.67,0.59,0.67,0.63,0.61,0.89,tree
0.61,0.64,0.65,0.9,0.98,0.66,0.53,simulate
0.44,0.97,0.7,0.86,0.51,0.55,0.46,sorting;basic_knowledge;loop_and_branch;simulate
0.44,0.82,0.76,0.78,0.89,0.92,0.58,sorting;simulate
0.57,0.88,0.51,0.48,0.81,0.56,0.46,sorting;tree;partition;loop_and_branch;simulate
0.82,0.59,0.79,0.82,0.46,0.51,0.47,graph;basic_knowledge;loop_and_branch;simulate
0.64,0.86,0.85,0.49,0.45,0.81,0.8,partition;basic_knowledge
0.46,0.99,0.52,0.64,0.62,0.67,0.63,sorting;tree
0.67,0.94,0.73,0.98,0.9,0.49,0.47,loop_and_branch;simulate
0.96,0.64,0.7,0.43,0.93,0.47,0.65,partition;loop_and_branch
0.66,0.89,0.75,0.82,0.92,0.85,0.54,simulate
0.6,0.51,0.85,0.46,0.69,0.61,0.43,graph;partition;simulate
0.45,0.79,0.5,0.8,0.85,0.85,0.61,sorting;tree
0.83,0.99,0.93,0.64,0.49,0.54,0.52,basic_knowledge;loop_and_branch;simulate
0.74,0.94,0.82,0.56,0.65,0.49,0.46,partition;loop_and_branch;simulate
0.49,0.57,0.55,0.48,0.63,0.59,0.58,sorting;graph;tree;partition;loop_and_branch;simulate
0.87,0.59,0.51,0.74,0.74,0.86,0.95,graph;tree
0.48,0.85,0.75,0.63,0.87,0.94,0.69,sorting
0.47,0.88,0.69,0.76,0.46,0.93,0.92,sorting;basic_knowledge
0.82,0.65,0.7,0.45,0.66,0.5,0.61,partition;loop_and_branch
0.5,0.8,0.77,0.82,0.61,0.71,0.67,sorting
0.74,0.8,0.5,0.5,0.95,0.58,0.83,tree;partition;loop_and_branch
0.78,0.76,0.78,0.43,0.69,0.83,0.57,partition;simulate
0.73,0.58,0.83,0.95,0.65,0.59,0.54,graph;loop_and_branch;simulate
0.47,0.99,0.66,0.92,0.91,0.5,0.75,sorting;loop_and_branch
0.74,0.63,0.54,0.63,0.83,0.5,0.95,tree;loop_and_branch
0.55,0.49,0.84,0.83,0.82,0.76,0.69,sorting;graph
0.8,0.85,0.91,0.85,0.77,0.76,0.45,simulate
0.65,0.48,0.73,0.93,0.69,0.65,0.71,graph
0.86,0.79,0.55,0.93,0.69,0.66,0.43,tree;simulate
0.49,0.59,0.82,0.47,0.73,0.93,0.7,sorting;graph;partition
0.53,0.81,0.6,0.61,0.62,0.64,0.63,sorting
0.75,0.71,0.6,0.91,0.95,0.91,0.71,
0.79,0.58,0.97,0.54,0.68,0.55,0.46,graph;partition;loop_and_branch;simulate
0.5,0.91,0.96,0.53,0.78,0.61,0.54,sorting;partition;simulate
0.64,0.99,0.44,0.44,0.63,0.74,0.64,tree;partition
0.58,0.79,0.81,0.96,0.96,0.72,0.54,sorting;simulate
0.85,0.74,0.86,0.71,0.79,0.82,0.82,
0.92,0.75,0.55,0.54,0.82,0.57,0.71,tree;partition;loop_and_branch
0.57,0.84,0.8,0.55,0.59,0.58,0.6,sorting;partition;basic_knowledge;loop_and_branch
0.59,0.64,0.98,0.88,0.97,0.53,0.78,sorting;loop_and_branch
0.57,0.73,0.86,0.85,0.8,0.95,0.95,sorting
0.78,0.61,0.52,0.52,0.89,0.89,0.55,tree;partition;simulate
0.49,0.92,0.82,0.47,0.91,0.97,0.43,sorting;partition;simulate
0.52,0.68,0.92,0.81,0.83,0.68,0.49,sorting;simulate
0.54,0.94,0.53,0.9,0.75,0.85,0.65,sorting;tree
0.8,0.98,0.87,0.75,0.81,0.54,0.78,loop_and_branch
0.69,0.88,0.72,0.89,0.9,0.93,0.45,simulate
0.9,0.52,0.66,0.93,0.64,0.64,0.78,graph
0.55,0.57,0.45,0.54,0.97,0.58,0.94,sorting;graph;tree;partition;loop_and_branch
0.54,0.45,0.73,0.59,0.75,0.5,0.68,sorting;graph;partition;loop_and_branch
0.48,0.81,0.72,0.53,0.5,0.74,0.52,sorting;partition;basic_knowledge;simulate
0.76,0.56,0.44,0.5,0.7,0.54,0.44,graph;tree;partition;loop_and_branch;simulate
0.82,0.71,0.71,0.79,0.84,0.46,0.65,loop_and_branch
0.94,0.94,0.61,0.84,0.82,0.81,0.46,simulate
0.82,0.47,0.84,0.68,0.58,0.97,0.89,graph;basic_knowledge
0.52,0.73,0.91,0.43,0.82,0.87,0.61,sorting;partition
0.63,0.73,0.75,0.66,0.6,0.95,0.62,
0.84,0.84,0.65,0.48,0.62,0.51,0.5,partition;loop_and_branch;simulate
0.65,0.85,0.91,0.87,0.53,0.49,0.8,basic_knowledge;loop_and_branch
0.98,0.5,0.56,0.82,0.66,0.96,0.91,graph;tree
0.75,0.44,0.62,0.73,0.89,0.43,0.68,graph;loop_and_branch
0.98,0.79,0.76,0.74,0.88,0.9,0.58,simulate
0.49,0.73,0.53,0.52,0.45,0.89,0.52,sorting;tree;partition;basic_knowledge;simulate
0.58,0.53,0.85,0.88,0.82,0.91,0.92,sorting;graph
0.83,0.94,0.97,0.85,0.51,0.67,0.63,basic_knowledge
0.68,0.6,0.6,0.44,0.89,0.49,0.86,partition;loop_and_branch
0.68,0.59,0.7,0.97,0.43,0.68,0.89,graph;basic_knowledge
0.66,0.5,0.99,0.83,0.55,0.6,0.96,graph;basic_knowledge
0.95,0.79,0.8,0.64,0.53,0.78,0.96,basic_knowledge
0.54,0.53,0.55,0.58,0.53,0.73,0.75,sorting;graph;tree;partition;basic_knowledge
0.84,0.72,0.5,0.49,0.54,0.73,0.45,tree;partition;basic_knowledge;simulate
0.92,0.74,0.6,0.9,0.5,0.86,0.86,basic_knowledge
0.76,0.53,0.49,0.72,0.48,0.79,0.58,graph;tree;basic_knowledge;simulate
0.92,0.69,0.69,0.47,0.47,0.69,0.55,partition;basic_knowledge;simulate
0.58,0.67,0.51,0.85,0.56,0.81,0.67,sorting;tree;basic_knowledge
0.49,0.98,0.97,0.87,0.47,0.78,0.59,sorting;basic_knowledge;simulate
0.55,0.53,0.61,0.58,0.6,0.85,0.5,sorting;graph;partition;simulate
0.88,0.83,0.9,0.61,0.5,0.66,0.52,basic_knowledge;simulate
0.9,0.93,0.5,0.44,0.82,0.47,0.78,tree;partition;loop_and_branch
0.46,0.53,0.57,0.98,0.6,0.53,0.63,sorting;graph;tree;loop_and_branch
0.47,0.55,0.58,0.8,0.68,0.73,0.43,sorting;graph;tree;simulate
0.71,0.68,0.49,0.64,0.77,0.56,0.85,tree;loop_and_branch
0.79,0.9,0.73,0.82,0.71,0.65,0.87,
0.46,0.88,0.72,0.72,0.44,0.75,0.78,sorting;basic_knowledge
0.74,0.9,0.68,0.98,0.84,0.64,0.75,
0.57,0.44,0.6,0.72,0.64,0.69,0.79,sorting;graph
0.45,0.66,0.97,0.58,0.93,0.73,0.65,sorting;partition
0.76,0.53,0.51,0.77,0.44,0.45,0.95,graph;tree;basic_knowledge;loop_and_branch
0.43,0.44,0.66,0.49,0.76,0.72,0.72,sorting;graph;partition
0.5,0.74,0.8,0.91,0.75,0.49,0.91,sorting;loop_and_branch
0.5,0.92,0.73,0.78,0.98,0.96,0.88,sorting
0.73,0.85,0.82,0.54,0.71,0.88,0.71,partition
0.74,0.58,0.89,0.86,0.87,0.57,0.67,graph;loop_and_branch
0.98,0.44,0.58,0.84,0.87,0.63,0.64,graph;tree
0.73,0.7,0.96,0.82,0.52,0.88,0.78,basic_knowledge
0.69,0.55,0.76,0.57,0.97,0.83,0.96,graph;partition
0.45,0.74,0.9,0.85,0.5,0.43,0.79,sorting;basic_knowledge;loop_and_branch
0.48,0.81,0.5,0.52,0.77,0.43,0.45,sorting;tree;partition;loop_and_branch;simulate
0.9,0.92,0.74,0.56,0.7,0.79,0.94,partition
0.93,0.83,0.71,0.75,0.5,0.63,0.74,basic_knowledge
0.94,0.92,0.71,0.71,0.91,0.87,0.78,
0.94,0.91,0.66,0.96,0.72,0.53,0.76,loop_and_branch
0.66,0.63,0.62,0.92,0.92,0.5,0.55,loop_and_branch;simulate
0.78,0.73,0.7,0.45,0.7,0.66,0.52,partition;simulate
0.97,0.66,0.74,0.66,0.46,0.57,0.81,basic_knowledge;loop_and_branch
0.91,0.67,0.52,0.6,0.75,0.55,0.66,tree;loop_and_branch
0.62,0.94,0.88,0.54,0.97,0.59,0.53,partition;loop_and_branch;simulate
0.65,0.87,0.83,0.54,0.61,0.7,0.9,partition
0.67,0.97,0.55,0.92,0.8,0.6,0.99,tree
0.9,0.85,0.88,0.89,0.81,0.58,0.67,loop_and_branch
0.83,0.61,0.95,0.61,0.85,0.66,0.68,
0.76,0.77,0.82,0.45,0.88,0.58,0.82,partition;loop_and_branch
0.73,0.44,0.83,0.87,0.93,0.82,0.74,graph
0.81,0.59,0.9,0.98,0.78,0.89,0.88,graph
0.7,0.58,0.95,0.87,0.6,0.58,0.66,graph;loop_and_branch
0.67,0.58,0.86,0.95,0.93,0.85,0.85,graph
0.69,0.94,0.95,0.61,0.64,0.59,0.82,loop_and_branch
0.5,0.51,0.69,0.79,0.62,0.58,0.69,sorting;graph;loop_and_branch
0.98,0.72,0.99,0.99,0.63,0.78,0.74,
0.77,0.51,0.9,0.71,0.86,0.82,0.44,graph;simulate
0.93,0.77,0.78,0.6,0.63,0.83,0.9,
0.52,0.73,0.97,0.55,0.74,0.56,0.83,sorting;partition;loop_and_branch
0.56,0.89,0.96,0.87,0.71,0.58,0.45,sorting;loop_and_branch;simulate
0.75,0.48,0.72,0.67,0.69,0.55,0.59,graph;loop_and_branch;simulate
0.88,0.53,0.61,0.48,0.78,0.7,0.58,graph;partition;simulate
0.94,0.84,0.77,0.54,0.76,0.57,0.49,partition;loop_and_branch;simulate
0.97,0.73,0.91,0.45,0.54,0.84,0.89,partition;basic_knowledge
0.97,0.54,0.97,0.55,0.66,0.49,0.51,graph;partition;loop_and_branch;simulate
0.59,0.75,0.67,0.53,0.61,0.63,0.91,sorting;partition
0.94,0.51,0.69,0.66,0.58,0.81,0.69,graph;basic_knowledge
0.8,0.52,0.88,0.51,0.96,0.63,0.48,graph;partition;simulate
0.44,0.76,0.77,0.85,0.84,0.68,0.83,sorting
0.67,0.53,0.52,0.84,0.6,0.94,0.75,graph;tree
0.56,0.54,0.57,0.93,0.57,0.91,0.58,sorting;graph;tree;basic_knowledge;simulate
0.78,0.79,0.66,0.97,0.86,0.46,0.81,loop_and_branch
0.45,0.9,0.8,0.91,0.74,0.88,0.63,sorting
0.72,0.58,0.93,0.63,0.89,0.66,0.59,graph;simulate
0.85,0.64,0.46,0.72,0.44,0.49,0.72,tree;basic_knowledge;loop_and_branch
0.78,0.74,0.88,0.73,0.59,0.43,0.49,basic_knowledge;loop_and_branch;simulate
0.89,0.69,0.96,0.94,0.69,0.64,0.6,
0.87,0.47,0.71,0.52,0.92,0.49,0.6,graph;partition;loop_and_branch
0.63,0.89,0.62,0.47,0.59,0.88,0.64,partition;basic_knowledge
0.81,0.66,0.6,0.98,0.83,0.67,0.89,
0.83,0.77,0.47,0.52,0.69,0.73,0.86,tree;partition
0.96,0.99,0.71,0.98,0.75,0.7,0.78,
0.97,0.63,0.86,0.52,0.52,0.92,0.48,partition;basic_knowledge;simulate
0.55,0.47,0.71,0.48,0.77,0.44,0.82,sorting;graph;partition;loop_and_branch
0.85,0.88,0.49,0.77,0.53,0.49,0.63,tree;basic_knowledge;loop_and_branch
0.88,0.44,0.54,0.96,0.93,0.83,0.64,graph;tree
0.62,0.87,0.57,0.81,0.77,0.62,0.89,tree
0.97,0.79,0.64,0.83,0.74,0.58,0.62,loop_and_branch
0.74,0.44,0.85,0.54,0.92,0.59,0.49,graph;partition;loop_and_branch;simulate
0.88,0.75,0.8,0.46,0.61,0.79,0.52,partition;simulate
0.49,0.92,0.46,0.83,0.53,0.61,0.54,sorting;tree;basic_knowledge;simulate
0.57,0.76,0.98,0.68,0.47,0.91,0.44,sorting;basic_knowledge;simulate
0.71,0.5,0.94,0.66,0.7,0.55,0.51,graph;loop_and_branch;simulate
0.77,0.5,0.87,0.67,0.64,0.69,0.55,graph;simulate
0.96,0.85,0.59,0.88,0.65,0.55,0.99,tree;loop_and_branch
0.62,0.82,0.54,0.77,0.54,0.57,0.79,tree;basic_knowledge;loop_and_branch
0.76,0.74,0.53,0.93,0.77,0.89,0.8,tree
0.89,0.69,0.76,0.51,0.69,0.6,0.68,partition
0.68,0.82,0.55,0.87,0.97,0.85,0.65,tree
0.69,0.78,0.92,0.86,0.87,0.93,0.88,
0.62,0.63,0.84,0.74,0.7,0.53,0.63,loop_and_branch
0.62,0.91,0.49,0.78,0.64,0.57,0.46,tree;loop_and_branch;simulate
0.44,0.86,0.5,0.71,0.72,0.87,0.49,sorting;tree;simulate
0.6,0.61,0.99,0.91,0.92,0.77,0.95,
0.67,0.46,0.75,0.85,0.45,0.58,0.97,graph;basic_knowledge;loop_and_branch
0.46,0.84,0.66,0.74,0.46,0.87,0.91,sorting;basic_knowledge
0.62,0.61,0.71,0.56,0.47,0.54,0.58,partition;basic_knowledge;loop_and_branch;simulate
0.58,0.82,0.44,0.71,0.94,0.91,0.73,sorting;tree
0.93,0.74,0.76,0.65,0.92,0.9,0.66,
0.84,0.61,0.49,0.96,0.66,0.96,0.86,tree
0.46,0.64,0.61,0.91,0.98,0.46,0.82,sorting;loop_and_branch
0.55,0.82,0.82,0.51,0.76,0.44,0.81,sorting;partition;loop_and_branch
0.78,0.9,0.67,0.98,0.76,0.47,0.87,loop_and_branch
0.64,0.89,0.8,0.54,0.79,0.74,0.52,partition;simulate
0.72,0.91,0.77,0.53,0.89,0.46,0.49,partition;loop_and_branch;simulate
0.59,0.44,0.74,0.95,0.86,0.55,0.45,sorting;graph;loop_and_branch;simulate
0.62,0.47,0.5,0.44,0.84,0.96,0.73,graph;tree;partition
0.58,0.89,0.94,0.49,0.66,0.8,0.82,sorting;partition
0.65,0.97,0.73,0.57,0.48,0.87,0.49,partition;basic_knowledge;simulate
0.47,0.54,0.54,0.47,0.83,0.86,0.93,sorting;graph;tree;partition
0.72,0.83,0.59,0.89,0.89,0.43,0.67,tree;loop_and_branch
0.84,0.9,0.48,0.46,0.45,0.98,0.63,tree;partition;basic_knowledge
0.69,0.77,0.51,0.44,0.9,0.88,0.75,tree;partition
0.45,0.65,0.91,0.9,0.66,0.55,0.93,sorting;loop_and_branch
0.95,0.9,0.46,0.79,0.51,0.93,0.77,tree;basic_knowledge
0.74,0.58,0.51,0.54,0.72,0.62,0.78,graph;tree;partition
0.72,0.49,0.55,0.57,0.89,0.59,0.55,graph;tree;partition;loop_and_branch;simulate
0.64,0.44,0.67,0.99,0.61,0.81,0.5,graph;simulate
0.74,0.73,0.62,0.88,0.51,0.62,0.63,basic_knowledge
0.49,0.75,0.74,0.95,0.96,0.92,0.58,sorting;simulate
0.9,0.92,0.94,0.97,0.82,0.55,0.97,loop_and_branch
0.86,0.53,0.69,0.62,0.72,0.6,0.46,graph;simulate
0.86,0.8,0.89,0.9,0.96,0.64,0.93,
0.69,0.92,0.99,0.73,0.58,0.62,0.7,basic_knowledge
0.85,0.44,0.93,0.89,0.88,0.5,0.44,graph;loop_and_branch;simulate
0.69,0.75,0.55,0.64,0.67,0.56,0.87,tree;loop_and_branch
0.63,0.79,0.55,0.56,0.66,0.86,0.67,tree;partition
0.62,0.61,0.95,0.45,0.58,0.93,0.52,partition;basic_knowledge;simulate
0.83,0.76,0.85,0.75,0.66,0.6,0.56,simulate
0.76,0.89,0.82,0.84,0.45,0.93,0.96,basic_knowledge
0.67,0.51,0.92,0.45,0.78,0.45,0.6,graph;partition;loop_and_branch
0.74,0.54,0.86,0.65,0.71,0.9,0.81,graph
0.69,0.67,0.92,0.52,0.58,0.98,0.98,partition;basic_knowledge
0.92,0.59,0.66,0.97,0.64,0.48,0.66,graph;loop_and_branch
0.5,0.67,0.67,0.54,0.43,0.6,0.93,sorting;partition;basic_knowledge
0.91,0.67,0.71,0.88,0.71,0.94,0.84,
0.95,0.53,0.59,0.53,0.65,0.82,0.96,graph;tree;partition
0.97,0.51,0.54,0.64,0.88,0.69,0.88,graph;tree
0.62,0.9,0.71,0.63,0.74,0.55,0.95,loop_and_branch
0.79,0.58,0.68,0.69,0.85,0.63,0.64,graph
0.52,0.64,0.71,0.45,0.86,0.86,0.48,sorting;partition;simulate
0.76,0.87,0.7,0.68,0.86,0.95,0.84,
0.73,0.93,0.48,0.99,0.66,0.5,0.88,tree;loop_and_branch
0.59,0.65,0.45,0.57,0.6,0.9,0.88,sorting;tree;partition
0.58,0.72,0.45,0.53,0.98,0.63,0.43,sorting;tree;partition;simulate
0.57,0.84,0.57,0.51,0.63,0.53,0.71,sorting;tree;partition;loop_and_branch
0.63,0.73,0.98,0.7,0.79,0.55,0.47,loop_and_branch;simulate
0.77,0.83,0.97,0.56,0.49,0.45,0.43,partition;basic_knowledge;loop_and_branch;simulate
0.49,0.85,0.84,0.65,0.97,0.76,0.65,sorting
0.64,0.52,0.96,0.54,0.95,0.75,0.98,graph;partition
0.66,0.89,0.94,0.76,0.75,0.99,0.48,simulate
0.95,0.78,0.79,0.5,0.69,0.58,0.51,partition;loop_and_branch;simulate
0.94,0.64,0.73,0.69,0.83,0.75,0.9,
0.69,0.6,0.86,0.81,0.98,0.95,0.55,simulate
0.55,0.5,0.44,0.72,0.76,0.69,0.91,sorting;graph;tree
0.65,0.7,0.93,0.75,0.71,0.71,0.54,simulate
0.68,0.71,0.52,0.66,0.71,0.87,0.92,tree
0.5,0.7,0.59,0.74,0.55,0.8,0.91,sorting;tree;basic_knowledge
0.62,0.62,0.51,0.6,0.8,0.43,0.5,tree;loop_and_branch;simulate
0.91,0.57,0.59,0.74,0.92,0.91,0.95,graph;tree
0.66,0.94,0.85,0.92,0.57,0.76,0.66,basic_knowledge
0.65,0.62,0.72,0.66,0.78,0.74,0.78,
0.55,0.77,0.88,0.61,0.89,0.94,0.87,sorting
0.85,0.64,0.51,0.55,0.87,0.68,0.77,tree;partition
0.59,0.87,0.71,0.9,0.96,0.65,0.7,sorting
0.93,0.98,0.64,0.45,0.62,0.75,0.97,partition
0.86,0.56,0.88,0.62,0.58,0.76,0.64,graph;basic_knowledge
0.56,0.54,0.43,0.45,0.71,0.98,0.66,sorting;graph;tree;partition
0.96,0.71,0.8,0.78,0.73,0.72,0.89,
0.57,0.76,0.75,0.94,0.71,0.61,0.5,sorting;simulate
0.67,0.72,0.85,0.88,0.48,0.81,0.73,basic_knowledge
0.63,0.56,0.66,0.53,0.58,0.46,0.79,graph;partition;basic_knowledge;loop_and_branch
0.92,0.73,0.9,0.88,0.56,0.62,0.56,basic_knowledge;simulate
0.91,0.93,0.45,0.54,0.98,0.59,0.72,tree;partition;loop_and_branch
0.94,0.68,0.93,0.48,0.47,0.46,0.52,partition;basic_knowledge;loop_and_branch;simulate
0.54,0.56,0.49,0.67,0.77,0.7,0.53,sorting;graph;tree;simulate
0.91,0.98,0.58,0.94,0.47,0.72,0.53,tree;basic_knowledge;simulate
0.54,0.92,0.9,0.62,0.49,0.96,0.61,sorting;basic_knowledge
0.74,0.61,0.88,0.99,0.79,0.58,0.81,loop_and_branch
0.82,0.62,0.77,0.69,0.61,0.89,0.81,
0.93,0.62,0.75,0.9,0.85,0.94,0.93,
0.57,0.5,0.62,0.86,0.74,0.77,0.44,sorting;graph;simulate
0.52,0.93,0.98,0.9,0.48,0.94,0.49,sorting;basic_knowledge;simulate
0.66,0.88,0.48,0.84,0.96,0.66,0.85,tree
0.74,0.78,0.56,0.45,0.52,0.67,0.71,tree;partition;basic_knowledge
0.52,0.65,0.97,0.8,0.52,0.91,0.82,sorting;basic_knowledge
0.46,0.43,0.55,0.72,0.91,0.49,0.71,sorting;graph;tree;loop_and_branch
0.89,0.85,0.84,0.45,0.56,0.65,0.74,partition;basic_knowledge
0.79,0.95,0.78,0.71,0.79,0.67,0.56,simulate
0.74,0.72,0.87,0.81,0.64,0.5,0.94,loop_and_branch
0.55,0.7,0.48,0.86,0.52,0.98,0.67,sorting;tree;basic_knowledge
0.97,0.65,0.91,0.95,0.72,0.96,0.92,
0.99,0.56,0.84,0.69,0.56,0.61,0.75,graph;basic_knowledge
0.49,0.46,0.74,0.45,0.62,0.46,0.87,sorting;graph;partition;loop_and_branch
0.79,0.67,0.71,0.73,0.49,0.78,0.87,basic_knowledge
0.54,0.92,0.52,0.47,0.97,0.52,0.76,sorting;tree;partition;loop_and_branch
0.97,0.58,0.46,0.66,0.7,0.57,0.83,graph;tree;loop_and_branch
0.68,0.98,0.49,0.44,0.84,0.63,0.75,tree;partition
0.83,0.77,0.53,0.67,0.59,0.51,0.95,tree;basic_knowledge;loop_and_branch
0.87,0.79,0.71,0.54,0.88,0.56,0.49,partition;loop_and_branch;simulate
0.48,0.49,0.66,0.77,0.77,0.63,0.81,sorting;graph
0.93,0.57,0.69,0.92,0.51,0.73,0.65,graph;basic_knowledge
0.53,0.9,0.88,0.63,0.77,0.54,0.6,sorting;loop_and_branch
0.6,0.5,0.62,0.57,0.5,0.6,0.51,graph;partition;basic_knowledge;simulate
0.81,0.83,0.82,0.7,0.56,0.52,0.88,basic_knowledge;loop_and_branch
0.67,0.78,0.58,0.44,0.82,0.87,0.69,tree;partition
0.65,0.86,0.51,0.69,0.7,0.45,0.68,tree;loop_and_branch
0.79,0.74,0.52,0.8,0.88,0.97,0.93,tree
0.91,0.76,0.94,0.69,0.79,0.79,0.8,
0.72,0.97,0.78,0.86,0.76,0.6,0.92,
0.8,0.57,0.85,0.9,0.71,0.82,0.98,graph
0.85,0.87,0.81,0.93,0.88,0.93,0.92,
